_id,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,label
10225,943,rainforest - a framework for fast decision tree construction of large datasets vldb,"johannes gehrke , venkatesh ganti , raghu ramakrishnan",,1998.0,2671,boat-optimistic decision tree construction,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999.0,0
10226,1438,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",sigmod conference,1997.0,2785,modeling high-dimensional index structures using sampling,"christian a. lang , ambuj k. singh",international conference on management of data,2001.0,0
10227,86,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vldb,2000.0,4495,"an optimal and progressive algorithm for skyline queries dimitris papadias , yufei tao , greg fu , bernhard seeger international conference on management of data 2003",,,,0
10228,923,the ccube constraint object-oriented database system sigmod conference,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",,1999.0,2471,the wasa2 object-oriented workflow management system 1999,"gottfried vossen , mathias weske",international conference on management of data,,0
10229,221,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,,4388,tail recursion elimination in deductive databases acm transactions on database systems ( tods ),kenneth a. ross,,1996.0,0
10230,141,time-parameterized queries in spatio-temporal databases,"dimitris papadias , yufei tao",sigmod conference,2002.0,2549,closest pair queries in spatial databases 2000,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,,0
10231,377,"efficient materialization and use of views in data warehouses márcio farias de souza , marcus costa sampaio sigmod record 1999",,,,3236,curio : a novel solution for efficient storage and indexing in data warehouses very large data bases 1999,"anindya datta , krithi ramamritham , helen m. thomas",,,0
10232,374,"dynamic load balancing in hierarchical parallel database systems luc bouganim , daniela florescu , patrick valduriez vldb 1996",,,,3693,"data partitioning and load balancing in parallel disk systems peter scheuermann , gerhard weikum , peter zabback the vldb journal -- the international journal on very large data bases 1998",,,,0
10233,1881,databases for networks 1994,h. v. jagadish,sigmod conference,,2996,database principles leonid libkin,,acm sigmod record,2002.0,0
10234,1847,anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions 2003,"arvind hulgeri , s. sudarshan",vldb,,3454,design and analysis of parametric query optimization algorithms very large data bases,sumit ganguly,,1998.0,0
10235,2258,balancing histogram optimality and practicality for query result size estimation sigmod conference 1995,"yannis e. ioannidis , viswanath poosala",,,3292,combining histograms and parametric curve fitting for feedback-driven query result-size estimation 1999,"arnd christian k &#246; nig , gerhard weikum",very large data bases,,0
10236,348,optimizing database architecture for the new bottleneck : memory access vldb j.,"peter a. boncz , stefan manegold , martin l. kersten",,2000.0,3248,"database architecture optimized for the new bottleneck : memory access peter a. boncz , stefan manegold , martin l. kersten 1999",,very large data bases,,0
10237,273,continuous queries over data streams sigmod record,"jennifer widom , shivnath babu",,2001.0,3105,continuously adaptive continuous queries over streams,"samuel madden , mehul shah , joseph m. hellerstein , vijayshankar raman",international conference on management of data,2002.0,0
10238,1049,"workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , jörgen hansson sigmod record 1996",,,,2843,"integrating temporal , real-time , an active databases","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong",acm sigmod record,1996.0,0
10239,680,griddb : a database interface to the grid sigmod conference,"david t. liu , devesh parekh , michael j. franklin",,2003.0,4680,odefs : a file system interface to an object-oriented database very large data bases 1994,"narain h. gehani , h. v. jagadish , william d. roome",,,0
10240,2428,semantic integration in heterogeneous databases using neural networks vldb,"chris clifton , wen-syan li",,1994.0,3866,"declustering databases on heterogeneous disk systems ling tony chen , doron rotem , sidhar seshadri very large data bases 1995",,,,0
10241,291,paradise : a database system for gis applications 1995,paradise team,sigmod conference,,3965,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,1
10242,1953,transaction timestamping in ( temporal ) databases,"christian s. jensen , david b. lomet",vldb,2001.0,4044,report on the 1995 international workshop on temporal databases acm sigmod record 1995,"arie segev , christian s. jensen , richard thomas snodgrass",,,0
10243,2449,"contracting in the days of ebusiness wolfgang hümmer , wolfgang lehner , hartmut wedekind",,sigmod record,2002.0,2819,contracting in the days of ebusiness acm sigmod record 2002,"w. h &#252; mmer , w. lehner , h. wedekind",,,1
10244,934,"an almost-serial protocol for transaction execution in main-memory database systems stephen blott , henry f. korth 2002",,vldb,,4037,recovery protocols for shared memory database systems international conference on management of data,"lory d. molesky , krithi ramamritham",,1995.0,0
10245,2225,"industrial panel on data warehousing technologies : experiences , challenges , and directions umeshwar dayal",,vldb,1999.0,3770,"warehousing workflow data : challenges and opportunities angela bonifati , fabio casati , umeshwar dayal , ming-chien shan 2001",,very large data bases,,0
10246,128,"reminiscences an influential papers jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",,sigmod record,2003.0,3012,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2001.0,0
10247,510,"birn-m : a semantic mediator for solving real-world neuroscience problems bertram ludäscher , maryann e. martone , amarnath gupta",,sigmod conference,2003.0,4473,"birn-m : a semantic mediator for solving real-world neuroscience problems amarnath gupta , bertram lud &#228; scher , maryann e. martone international conference on management of data 2003",,,,1
10248,1710,improved histograms for selectivity estimation of range predicates,"eugene j. shekita , viswanath poosala , yannis e. ioannidis , peter j. haas",sigmod conference,1996.0,2677,a comparison of selectivity estimators for range queries on metric attributes international conference on management of data 1999,"bj &#246; rn blohsfeld , dieter korus , bernhard seeger",,,0
10249,980,"ratio rules : a new paradigm for fast , quantifiable data mining yannis kotidis , christos faloutsos , flip korn , alexandros labrinidis vldb",,,1998.0,3575,"sprint : a scalable parallel classifier for data mining john c. shafer , rakesh agrawal , manish mehta very large data bases 1996",,,,0
10250,914,efficient testing of high performance transaction processing systems 1997,"d. wildfogel , ramana yerneni",vldb,,4272,secure transaction processing in firm real-time database systems international conference on management of data 1997,"binto george , jayant haritsa",,,0
10251,2246,"database de-centralization - a practical approach césar a. galindo-legaria , eirik dahle , tor didriksen 1995",,vldb,,3464,selectivity estimation in extensible databases - a neural network approach,"m. seetha lakshmi , shaoyu zhou",very large data bases,1998.0,0
10252,460,specification and implementation of exceptions in workflow management systems,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi",acm trans . database syst .,1999.0,2471,the wasa2 object-oriented workflow management system 1999,"gottfried vossen , mathias weske",international conference on management of data,,0
10253,1297,nodose - a tool for semi-automatically extracting semi-structured data from text documents sigmod conference 1998,brad adelberg,,,4242,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",,international conference on management of data,,0
10254,1382,"approximate similarity retrieval with m-trees fausto rabitti , giuseppe amato , pavel zezula , pasquale savino",,vldb j.,1998.0,2522,"walrus : a similarity retrieval algorithm for image databases apostol natsev , rajeev rastogi , kyuseok shim international conference on management of data 1999",,,,0
10255,132,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995.0,3858,lopix : a system for xml data integration and manipulation wolfgang may,,very large data bases,2001.0,0
10256,137,query optimization by predicate move-around,"inderpal singh mumick , alon y. levy , yehoshua sagiv",vldb,1994.0,2775,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",international conference on management of data,2001.0,0
10257,795,parallel database systems 101 jim gray 1995,,sigmod conference,,3050,an introduction to spatial database systems,ralf hartmut g &#252; ting,the vldb journal -- the international journal on very large data bases,1994.0,0
10258,2452,"a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens",,vldb,1997.0,3047,management of multidimensional discrete data peter baumann the vldb journal -- the international journal on very large data bases 1994,,,,0
10259,885,"outerjoin simplification and reordering for query optimization césar a. galindo-legaria , arnon rosenthal 1997",,acm trans . database syst .,,3607,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases",,,1997.0,0
10260,2351,"storing semistructured data with stored alin deutsch , mary f. fernandez , dan suciu sigmod conference 1999",,,,4242,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",,international conference on management of data,,0
10261,360,"on applying hash filters to improving the execution of multi-join queries philip s. yu , ming-syan chen , hui-i hsiao",,vldb j.,1997.0,4030,parallel evaluation of multi-join queries 1995,"annita n. wilschut , jan flokstra , peter m. g. apers",international conference on management of data,,0
10262,1575,"schema and database evolution in the o2 object database system fabrizio ferrandina , guy ferran , thorsten meyer , roberto zicari , joëlle madec",,vldb,1995.0,4706,implementing lazy database updates for an object database system 1994,"fabrizio ferrandina , thorsten meyer , roberto zicari",very large data bases,,0
10263,1555,large databases for remote sensing and gis a. r. dasgupta vldb 1996,,,,3970,"visdb : a system for visualizing large databases daniel a. keim , hans-peter kriegel",,international conference on management of data,1995.0,0
10264,164,online aggregation,"helen j. wang , peter j. haas , joseph m. hellerstein",sigmod conference,1997.0,3909,"eager aggregation and lazy aggregation weipeng p. yan , per - &#197; ke larson",,very large data bases,1995.0,0
10265,192,"effective timestamping in databases christian s. jensen , kristian torp , richard t. snodgrass vldb j. 2000",,,,4086,fast subsequence matching in time-series databases international conference on management of data,"christos faloutsos , m. ranganathan , yannis manolopoulos",,1994.0,0
10266,1555,large databases for remote sensing and gis a. r. dasgupta vldb 1996,,,,3531,sampling large databases for association rules very large data bases 1996,hannu toivonen,,,0
10267,483,"anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer vldb j. 2002",,,,4452,"aurora : a data stream management system d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",,international conference on management of data,2003.0,0
10268,2381,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001.0,4232,parallel mining algorithms for generalized association rules with classification hierarchy international conference on management of data 1998,"takahiko shintani , masaru kitsuregawa",,,0
10269,1820,dynamic maintenance of wavelet-based histograms vldb 2000,"yossi matias , jeffrey scott vitter , min wang",,,3005,"fast incremental maintenance of approximate histograms phillip b. gibbons , yossi matias , viswanath poosala",,acm transactions on database systems ( tods ),2002.0,0
10270,995,"type classification of semi-structured documents allen luniewski , markus tresch , neal palmer vldb 1995",,,,3550,"type classification of semi-structured documents markus tresch , neal palmer , allen luniewski very large data bases 1995",,,,1
10271,1487,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer césar a. galindo-legaria , florian waas 2000",,sigmod conference,,2910,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer international conference on management of data","florian waas , c &#233; sar galindo-legaria",,2000.0,1
10272,706,"algorithms for materialized view design in data warehousing environment kamalakar karlapalem , jian yang , qing li vldb 1997",,,,3515,"algorithms for materialized view design in data warehousing environment jian yang , kamalakar karlapalem , qing li 1997",,very large data bases,,1
10273,1062,"efficient user-adaptable similarity search in large multimedia databases thomas seidl , hans-peter kriegel vldb 1997",,,,3517,efficient user-adaptable similarity search in large multimedia databases very large data bases 1997,"thomas seidl , hans-peter kriegel",,,1
10274,826,"generating efficient plans for queries using views chen li , jeffrey d. ullman , foto n. afrati sigmod conference",,,2001.0,2916,using quantitative information for efficient association rule generation,"b. p &#244; ssas , m. carvalho , r. resende , w. meita , jr.",acm sigmod record,2000.0,0
10275,1677,watermarking relational databases,"rakesh agrawal , jerry kiernan",vldb,2002.0,4093,declarative updates of relational databases acm transactions on database systems ( tods ),weidong chen,,1995.0,0
10276,309,"multiview access protocols for large-scale replication weimin du , xiangning liu , abdelsalam helal acm trans . database syst .",,,1998.0,2609,multiview access protocols for large-scale replication,"xiangning liu , abdelsalam helal , weimin du",acm transactions on database systems ( tods ),1998.0,1
10277,2069,"on the issue of valid time ( s ) in temporal databases themis panayiotopoulos , efstathios v. ioannidis , constantine d. spyropoulos , stavros kokkotos sigmod record",,,1995.0,4009,on the issue of valid time ( s ) in temporal databases acm sigmod record,"stavros kokkotos , efstathios v. ioannidis , themis panayiotopoulos , constantine d. spyropoulos",,1995.0,1
10278,1975,the database and information system research group at the university of ulm sigmod record,"peter dadam , wolfgang klas",,1997.0,2794,database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",acm sigmod record,1996.0,0
10279,1415,declarative updates of relational databases,weidong chen,acm trans . database syst .,1995.0,3721,declarative specification of web sites with s 2000,"mary fern &#225; ndez , daniela florescu , alon levy , dan suciu",the vldb journal -- the international journal on very large data bases,,0
10280,531,"generic schema matching with cupid philip a. bernstein , erhard rahm , jayant madhavan 2001",,vldb,,4534,on schema matching with opaque column names and data values international conference on management of data 2003,"jaewoo kang , jeffrey f. naughton",,,0
10281,2466,database research at nthu and itri arbee l. p. chen 1994,,sigmod record,,3360,"database research at ut arlington sharma chakravarthy , alp aslandogan , ramez elmasri , leonidas fegaras , junghwan oh 2003",,acm sigmod record,,0
10282,2195,"a response to r. camps ' article `` domains , relations and religious wars '' c. j. date 1996",,sigmod record,,4335,"a response to r. camps ' article domains , relations and religious wars acm sigmod record 1996",c. j. date,,,1
10283,2108,query unnesting in object-oriented databases leonidas fegaras 1998,,sigmod conference,,3898,query processing in tertiary memory databases,sunita sarawagi,very large data bases,1995.0,0
10284,854,"storage estimation for multidimensional aggregates in the presence of hierarchies jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande 1996",,vldb,,3484,on the computation of multidimensional aggregates 1996,"sameet agarwal , rakesh agrawal , prasad deshpande , ashish gupta , jeffrey f. naughton , raghu ramakrishnan , sunita sarawagi",very large data bases,,0
10285,1456,innovation in database management : computer science vs. engineering vldb,kenneth r. jacobs,,1997.0,4593,innovation in database management : computer science vs. engineering kenneth r. jacobs very large data bases,,,1997.0,1
10286,340,"the design and implementation of a sequence database system raghu ramakrishnan , miron livny , praveen seshadri 1996",,vldb,,4215,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997.0,0
10287,362,cost-driven vertical class partitioning for methods in object oriented databases vldb j.,"qing li , chi-wai fung , kamalakar karlapalem",,2003.0,4713,cost-driven vertical class partitioning for methods in object oriented databases 2003,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,,1
10288,1454,optimizing the secure evaluation of twig queries vldb,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",,2002.0,2762,efficient evaluation of xml middle-ware queries 2001,"mary fernandez , atsuyuki morishima , dan suciu",international conference on management of data,,0
10289,1316,a framework for supporting data integration using the materialized and virtual approaches sigmod conference,"gang zhou , richard hull",,1996.0,4437,"a framework for supporting data integration using the materialized and virtual approaches richard hull , gang zhou international conference on management of data 1996",,,,1
10290,1302,extending practical pre-aggregation in on-line analytical processing vldb 1999,"torben bach pedersen , curtis e. dyreson , christian s. jensen",,,3253,extending practical pre-aggregation in on-line analytical processing very large data bases,"torben bach pedersen , christian s. jensen , curtis e. dyreson",,1999.0,1
10291,1483,"report on the web dynamics workshop at www 2002 alexandra poulovassilis , mark levene",,sigmod record,2002.0,4044,report on the 1995 international workshop on temporal databases acm sigmod record 1995,"arie segev , christian s. jensen , richard thomas snodgrass",,,0
10292,248,range queries in olap data cubes,"ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant",sigmod conference,1997.0,3827,temporal queries in olap very large data bases,"alberto o. mendelzon , alejandro a. vaisman",,2000.0,0
10293,1881,databases for networks 1994,h. v. jagadish,sigmod conference,,3056,database principles leonid libkin,,acm sigmod record,2001.0,0
10294,1409,"a brief survey of web data extraction tools berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira sigmod record 2002",,,,3191,"a brief survey of web data extraction tools alberto h. f. laender , berthier a. ribeiro-neto , altigran s. da silva , juliana s. teixeira acm sigmod record",,,2002.0,1
10295,646,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003.0,2549,closest pair queries in spatial databases 2000,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,,0
10296,1151,"stream processing of xpath queries with predicates ashish kumar gupta , dan suciu 2003",,sigmod conference,,4482,stream processing of xpath queries with predicates international conference on management of data,"ashish kumar gupta , dan suciu",,2003.0,1
10297,2242,editorial richard t. snodgrass 2001,,acm trans . database syst .,,3621,guest editorial matthias jarke the vldb journal -- the international journal on very large data bases 1998,,,,0
10298,1454,optimizing the secure evaluation of twig queries vldb,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",,2002.0,3243,"evaluating top-k selection queries surajit chaudhuri , luis gravano very large data bases 1999",,,,0
10299,2318,"temporal conditions and integrity constraints in active database systems ouri wolfson , a. prasad sistla sigmod conference 1995",,,,3544,further improvements on integrity constraint checking for stratifiable deductive databases very large data bases 1996,"sin yeung lee , tok wang ling",,,0
10300,823,extracting and exploiting structure in text search prabhakar raghavan 2003,,sigmod conference,,2853,"integrating contents and structure in text retrieval ricardo baeza-yates , gonzalo navarro 1996",,acm sigmod record,,0
10301,1429,distributed deviation detection in sensor networks sigmod record 2003,"dimitrios gunopulos , themistoklis palpanas , dimitris papadopoulos , vana kalogeraki",,,4635,"distributed deviation detection in sensor networks themistoklis palpanas , dimitris papadopoulos , vana kalogeraki , dimitrios gunopulos acm sigmod record",,,2003.0,1
10302,1695,automatic discovery of language models for text databases sigmod conference 1999,"aiqun du , james p. callan , margaret e. connell",,,4149,text databases : a survey of text models and systems acm sigmod record,arjan loeffen,,1994.0,0
10303,448,guest editorial alon y. halevy vldb j. 2002,,,,3621,guest editorial matthias jarke the vldb journal -- the international journal on very large data bases 1998,,,,0
10304,36,efficient ir-style keyword search over relational databases,"yannis papakonstantinou , luis gravano , vagelis hristidis",vldb,2003.0,4093,declarative updates of relational databases acm transactions on database systems ( tods ),weidong chen,,1995.0,0
10305,1211,"a new approach to developing and implementing eager database replication protocols gustavo alonso , bettina kemme 2000",,acm trans . database syst .,,2928,a new approach to developing and implementing eager database replication protocols 2000,"bettina kemme , gustavo alonso",acm transactions on database systems ( tods ),,1
10306,937,open object database management systems josé a. blakeley,,sigmod conference,1994.0,4687,data grid management systems 2003,"arun jagatheesan , arcot rajasekar",international conference on management of data,,0
10307,1043,editor 's notes sigmod record 2000,michael j. franklin,,,2813,editorial richard snodgrass acm transactions on database systems ( tods ) 2001,,,,0
10308,1066,re-designing distance functions and distance-based applications for high dimensional data charu c. aggarwal,,sigmod record,2001.0,4279,distance-based indexing for high-dimensional metric spaces 1997,"tolga bozkaya , meral ozsoyoglu",international conference on management of data,,0
10309,1651,semistructured und structured data in the web : going back and forth sigmod record,"paolo merialdo , giansalvatore mecca , paolo atzeni",,1997.0,4194,"inferring structure in semistructured data svetlozer nestorov , serge abiteboul , rajeev motwani 1997",,acm sigmod record,,0
10310,1147,issues in network management in the next millennium vldb 1999,"michael l. brodie , surajit chaudhuri",,,4558,issues in data stream management 2003,"lukasz golab , m. tamer &#214; zsu",acm sigmod record,,0
10311,2407,"applications of the java programming language to database management v. wiktor marek , bradley f. burton sigmod record 1998",,,,3652,algebraic query optimisation for database programming languages,"alexandra poulovassilis , carol small",the vldb journal -- the international journal on very large data bases,1996.0,0
10312,1028,the naos system,"christine collet , thierry coupaye",sigmod conference,1995.0,4382,"the ecrc multi database system willem jonker , heribert sch &#252; tz international conference on management of data",,,1995.0,0
10313,938,materialized views selection in a multidimensional database vldb,"ernest teniente , elena baralis , stefano paraboschi",,1997.0,3221,"materialized views in oracle randall g. bello , karl dias , alan downing , james j. feenan , jr. , james l. finnerty , william d. norcott , harry sun , andrew witkowski , mohamed ziauddin very large data bases 1998",,,,0
10314,1893,"curio : a novel solution for efficient storage and indexing in data warehouses helen m. thomas , krithi ramamritham , anindya datta vldb",,,1999.0,3274,"a novel index supporting high volume data warehouse insertion chris jermaine , anindya datta , edward omiecinski very large data bases 1999",,,,0
10315,894,dna-miner : a system prototype for mining dna sequences,"jiawei han , liangyou chen , jian pei , ying lu , yaqin liao , hasan m. jamil",sigmod conference,2001.0,4310,"geominer : a system prototype for spatial data mining jaiwei han , krzysztof koperski , nebojsa stefanovic international conference on management of data",,,1997.0,0
10316,230,the database group at university of hagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995.0,3025,database research at the university of illinois at urbana-champaign,"m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",acm sigmod record,2002.0,0
10317,728,reconciling schemas of disparate data sources : a machine-learning approach sigmod conference 2001,"anhai doan , pedro domingos , alon y. halevy",,,2742,"reconciling schemas of disparate data sources : a machine-learning approach anhai doan , pedro domingos , alon y. halevy international conference on management of data 2001",,,,1
10318,1395,"a user-centered interface for querying distributed multimedia databases kimberly m. james , isabel f. cruz sigmod conference 1999",,,,3943,a database interface for file update international conference on management of data 1995,"serge abiteboul , sophie cluet , tova milo",,,0
10319,1497,safe query languages for constraint databases acm trans . database syst .,peter z. revesz,,1998.0,4092,formal query languages for secure relational databases 1994,"marianne winslett , kenneth smith , xiaolei qian",acm transactions on database systems ( tods ),,0
10320,2031,secure bufering in firm real-time database systems vldb j.,"jayant r. haritsa , binto george",,2000.0,3902,index concurrency control in firm real-time database systems,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",very large data bases,1995.0,0
10321,1877,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,,,,3760,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",acm transactions on database systems ( tods ),1994.0,0
10322,791,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003.0,3067,"special section on semantic web and data management robert meersman , amit sheth",,acm sigmod record,2002.0,0
10323,819,"an efficient algorithm for mining association rules in large databases edward omiecinski , shamkant b. navathe , ashok savasere",,vldb,1995.0,4446,"cmvf : a novel dimension reduction scheme for efficient indexing in a large image database jialie shen , anne h. h. ngu , john shepherd , du q. huynh , quan z. sheng 2003",,international conference on management of data,,0
10324,243,"incremental clustering for mining in a data warehousing environment xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel vldb 1998",,,,3390,"incremental organization for data recording and warehousing h. v. jagadish , p. p. s. narayan , s. seshadri , s. sudarshan , rama kanneganti",,very large data bases,1997.0,0
10325,1332,"a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference",,,2003.0,3343,"managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl very large data bases",,,2000.0,0
10326,1702,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",,sigmod conference,,4696,"join index hierarchies for supporting efficient navigations in object-oriented databases zhaohui xie , jiawei han 1994",,very large data bases,,0
10327,1598,"implementing lazy database updates for an object database system fabrizio ferrandina , thorsten meyer , roberto zicari vldb 1994",,,,2475,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999",,international conference on management of data,,0
10328,1259,efficient processing of joins on set-valued attributes sigmod conference 2003,nikos mamoulis,,,4530,efficient processing of joins on set-valued attributes 2003,nikos mamoulis,international conference on management of data,,1
10329,1563,"multidimensional access methods : trees have grown everywhere nick roussopoulos , christos faloutsos , timos k. sellis 1997",,vldb,,2692,efficient concurrency control in multidimensional access methods 1999,"kaushik chakrabarti , sharad mehrotra",international conference on management of data,,0
10330,1032,editorial vldb j.,"peter m. g. apers , stefano ceri , richard t. snodgrass",,2002.0,4621,"guest editorial vijay atluri , anupam joshi , yelena yesha the vldb journal -- the international journal on very large data bases 2003",,,,0
10331,75,algebraic query optimisation for database programming languages vldb j.,"carol small , alexandra poulovassilis",,1996.0,4212,applications of java programming language to database management 1998,"bradley f. burton , victor w. marek",acm sigmod record,,0
10332,376,"data grid management systems arun jagatheesan , arcot rajasekar 2003",,sigmod conference,,4381,"using the calanda time series management system werner dreyer , angelika kotz dittrich , duri schmidt 1995",,international conference on management of data,,0
10333,2089,"fast-start : quick fault recovery in oracle ashok joshi , ron weiss , amit ganesh , tirthankar lahiri",,sigmod conference,2001.0,2748,fast-start : quick fault recovery in oracle,"tirthankar lahiri , amit ganesh , ron weiss , ashok joshi",international conference on management of data,2001.0,1
10334,790,combi-operator : database support for data mining applications vldb 2003,"wolfgang lehner , alexander hinneburg , dirk habich",,,3965,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,0
10335,988,size separation spatial join sigmod conference,"kenneth c. sevcik , nick koudas",,1997.0,4415,partition based spatial-merge join international conference on management of data,"jignesh m. patel , david j. dewitt",,1996.0,0
10336,207,editor 's notes michael j. franklin 2000,,sigmod record,,2812,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001.0,0
10337,1756,"bringing order to query optimization giedrius slivinskas , richard t. snodgrass , christian s. jensen sigmod record",,,2002.0,2747,"exploiting constraint-like data characterizations in query optimization parke godfrey , jarek gryz , calisto zuzarte 2001",,international conference on management of data,,0
10338,1464,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997.0,3343,"managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl very large data bases",,,2000.0,0
10339,747,"iterative dynamic programming : a new class of query optimization algorithms donald kossmann , konrad stocker 2000",,acm trans . database syst .,,4397,"sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996",,international conference on management of data,,0
10340,1925,"s3 : similarity search in cad database systems hans-peter kriegel , stefan berchtold sigmod conference",,,1997.0,4313,"s3 : similarity search in cad database systems stefan berchtold , hans-peter kriegel 1997",,international conference on management of data,,1
10341,1413,online query processing 2001,"peter j. haas , joseph m. hellerstein",sigmod conference,,3506,"cache conscious algorithms for relational query processing ambuj shatdal , chander kant , jeffrey f. naughton",,very large data bases,1994.0,0
10342,274,converting relational to object-oriented databases sigmod record 1997,joseph fong,,,3298,"integrating heterogenous overlapping databases through object-oriented transformations vanja josifovski , tore risch very large data bases",,,1999.0,0
10343,941,"load shedding in a data stream manager michael stonebraker , nesime tatbul , mitch cherniack , stanley b. zdonik , ugur çetintemel",,vldb,2003.0,4452,"aurora : a data stream management system d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",,international conference on management of data,2003.0,0
10344,452,sideway value algebra for object-relational databases 2002,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",vldb,,4355,extraction of object-oriented structures from existing relational databases acm sigmod record,"shekar ramanathan , julia hodges",,1997.0,0
10345,2448,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets sigmod conference 2002,"elke a. rundensteiner , punit r. doshi , jing yang , matthew o. ward",,,3215,"xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets elke a. rundensteiner , matthew o. ward , jing yang , punit r. doshi international conference on management of data 2002",,,,1
10346,969,database research at arizona state university sigmod record 1996,"suzanne w. dietrich , forouzan golshani , susan darling urban",,,4215,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997.0,0
10347,610,index configuration in object-oriented databases elisa bertino vldb j. 1994,,,,3568,cost-based selection of path expression processing algorithms in object-oriented databases very large data bases,"georges gardarin , jean-robert gruser , zhao-hui tang",,1996.0,0
10348,158,temporal database system implementations michael h. böhlen 1995,,sigmod record,,4461,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",international conference on management of data,2003.0,0
