id,title,authors,venue,year
1874,an architecture to support scalable online personalization on the web,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe",vldb j.,2001
1875,active rules for xml : a new paradigm for e-services,"stefano ceri , stefano paraboschi , angela bonifati",vldb j.,2001
1876,influencing database language standards,leonard gallagher,sigmod record,1994
1877,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996
1878,report on second international workshop on advanced issues of e-commerce and web-based information systems,"philip s. yu , kun-lung wu",sigmod record,2000
1879,searching for dependencies at multiple abstraction levels,"jef wijsen , toon calders , raymond t. ng",acm trans . database syst .,2002
1880,tutorial : ldap directory services - just another database application ?,"anand deshpande , shridhar shukla",sigmod conference,2000
1881,databases for networks,h. v. jagadish,sigmod conference,1994
1882,carnot and infosleuth : database technology and the world wide web,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs",sigmod conference,1995
1883,thesus : organizing web document collections based on link semantics,"benjamin nguyen , iraklis varlamis , maria halkidi , michalis vazirgiannis",vldb j.,2003
1884,b-tree page size when caching is considered,david b. lomet,sigmod record,1998
1885,aggregate-query processing in data warehousing environments,"venky harinarayan , dallan quass , ashish gupta",vldb,1995
1886,generalizing gloss to vector-space databases and broker hierarchies,"luis gravano , hector garcia-molina",vldb,1995
1887,fundamentals of data warehouses : 2nd revised and extended edition,vernon hoffner,sigmod record,2003
1888,stream : the stanford stream data manager,"jennifer widom , mayur datar , shivnath babu , justin rosenstein , itaru nishizawa , arvind arasu , keith ito , brian babcock",sigmod conference,2003
1889,performance of future database systems : bottlenecks and bonananzas,chaitanya k. baru,vldb,1996
1890,eager aggregation and lazy aggregation,"weipeng p. yan , per-åke larson",vldb,1995
1891,an ontological analysis of the relationship construct in conceptual modeling,"veda c. storey , yair wand , ron weber",acm trans . database syst .,1999
1892,retrieval of composite multimedia objects,"surajit chaudhuri , shahram ghandeharizadeh , cyrus shahabi",vldb,1995
1893,curio : a novel solution for efficient storage and indexing in data warehouses,"helen m. thomas , krithi ramamritham , anindya datta",vldb,1999
1894,cost models do matter : providing cost information for diverse data sources in a federated system,"mary tork roth , laura m. haas , fatma ozcan",vldb,1999
1895,context-based prefetch for implementing objects on relations,"philip a. bernstein , david shutt , shankar pal",vldb,1999
1896,unix rdbms : the next generation,bill rosneblatt,sigmod record,1994
1897,design and implementation of a genetic-based algorithm for data mining,sunil choenni,vldb,2000
1898,on multi-resolution document transmission in mobile web,"stanley m. t. yau , antonio si , dennis mcleod , hong va leong",sigmod record,1999
1899,efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",vldb j.,2002
1900,description logics for semantic query optimization in object-oriented database systems,"claudio sartori , sonia bergamaschi , domenico beneventano",acm trans . database syst .,2003
1901,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000
1902,on processing xml in ldap,"pedro josé marrón , georg lausen",vldb,2001
1903,"mining database structure ; or , how to build a data quality browser","vladislav shkapenyuk , tamraparni dasu , s. muthukrishnan , theodore johnson",sigmod conference,2002
1904,real-time database - similarity semantics and resource scheduling,"tei-wei kuo , aloysius k. mok",sigmod record,1996
1905,incremental maintenance for materialized views over semistructured data,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",vldb,1998
1906,efendi : federated database system of cadlab,"bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte",sigmod conference,1995
1907,what happens during a join ? dissecting cpu and memory optimization effects,"stefan manegold , martin l. kersten , peter a. boncz",vldb,2000
1908,domino : databases for moving objects tracking,"jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu",sigmod conference,1999
1909,applying formal methods to semantic-based decomposition of transactions,"paul ammann , indrakshi ray , sushil jajodia",acm trans . database syst .,1997
1910,workshop report on experiences using object data management in the real-world,akmal b. chaudhri,sigmod record,1998
1911,"set containment joins : the good , the bad and the ugly","karthikeyan ramasamy , jeffrey f. naughton , jignesh m. patel , raghav kaushik",vldb,2000
1912,rapid bushy join-order optimization with cartesian products,"bennet vance , david maier",sigmod conference,1996
1913,the aqua approximate query answering system,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",sigmod conference,1999
1914,wsq/dsq : a practical approach for combined querying of databases and the web,"roy goldman , jennifer widom",sigmod conference,2000
1915,netcube : a scalable tool for fast data mining and compression,"dimitris margaritis , christos faloutsos , sebastian thrun",vldb,2001
1916,a new passenger support system for public transport using mobile database access,"koichi goto , yahiko kambayashi",vldb,2002
1917,hot mirroring : a study to hide parity upgrade penalty and degradations during rebuilds for raid5,"masaru kitsuregawa , kazuhiko mogi",sigmod conference,1996
1918,detection and classification of intrusions and faults using sequences of system calls,"joão b. d. cabrera , raman k. mehra , lundy m. lewis",sigmod record,2001
1919,review of web caching and replication by michael rabinovich and oliver spatscheck . addison wesley 2002,"qiang wang , brian d. davison",sigmod record,2003
1920,buffering accesses to memory-resident index structures,"jingren zhou , kenneth a. ross",vldb,2003
1921,"fast similarity search in the presence of noise , scaling , and translation in time-series databases","king-ip lin , harpreet s. sawhney , rakesh agrawal , kyuseok shim",vldb,1995
1922,modeling skewed distribution using multifractals and the ` 80-20 ' law,"abraham silberschatz , christos faloutsos , yossi matias",vldb,1996
1923,indexing the distance : an efficient method to knn processing,"cui yu , kian-lee tan , beng chin ooi , h. v. jagadish",vldb,2001
1924,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995
1925,s3 : similarity search in cad database systems,"hans-peter kriegel , stefan berchtold",sigmod conference,1997
1926,sql query optimization : reordering for a general class of queries,"piyush goel , balakrishna r. iyer",sigmod conference,1996
1927,controlling data warehouses with knowledge networks,"jan-dirk becker , matthias jarke , andreas boehmer , elvira schaefer",vldb,2000
1928,approximate xml joins,"h. v. jagadish , ting yu , divesh srivastava , sudipto guha , nick koudas",sigmod conference,2002
1929,statistical synopses for graph-structured xml databases,"minos n. garofalakis , neoklis polyzotis",sigmod conference,2002
1930,probabilistic object bases,"thomas eiter , v. s. subrahmanian , thomas lukasiewicz , james j. lu",acm trans . database syst .,2001
1931,sleepers and workaholics : caching strategies in mobile environments,"daniel barbará , tomasz imielinski",sigmod conference,1994
1932,keynote address,larry ellison,sigmod conference,1995
1933,designing wrapper components for e-services in integrating heterogeneous systems,"barbara pernici , massimo mecella",vldb j.,2001
1934,versioning and configuration management in an object-oriented data model,edward sciore,vldb j.,1994
1935,modeling high-dimensional index structures using sampling,"christian a. lang , ambuj k. singh",sigmod conference,2001
1936,repeating history beyond aries,c. mohan,vldb,1999
1937,"storhouse metanoia - new applications for database , storage & data warehousing","felipe cariño , pekka kostamaa , art kaufmann , john burgess",sigmod conference,2001
1938,exploratory mining and pruning optimizations of constrained association rules,"alex pang , jiawei han , raymond t. ng , laks v. s. lakshmanan",sigmod conference,1998
1939,the heterogeneity problem and middleware technology : experiences with and performance of database gateways,"klaudia hergula , fernando de ferreira rezende",vldb,1998
1940,object-oriented extensions in sql3 : a status report,krishna g. kulkarni,sigmod conference,1994
1941,oracle xml db repository,viswanathan krishnamurthy,sigmod conference,2003
1942,foundations of statistical natural language processing - book review,gerhard weikum,sigmod record,2002
1943,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"waqar hasan , rajeev motwani",vldb,1994
1944,datamine - interactive rule discovery system,"aashu virmani , tomasz imielinski",sigmod conference,1995
1945,caching strategies for data-intensive web sites,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",vldb,2000
1946,what is the data warehousing problem ? ( are materialized views the answer ? ),"inderpal singh mumick , ashish gupta",vldb,1996
1947,optimizing multiple dimensional queries simultaneously in multidimensional databases,"jeffrey xu yu , weifa liang , maria e. orlowska",vldb j.,2000
1948,the building blocks for specifying communication behavior of complex objects : an activity-driven approach,"ling liu , robert meersman",acm trans . database syst .,1996
1949,record-boundary discovery in web documents,"yiu-kai ng , y. s. jiang , david w. embley",sigmod conference,1999
1950,view maintenance in mobile computing,"ouri wolfson , kailash narayanan , son dao , ramya raj , a. prasad sistla",sigmod record,1995
1951,balancing performance and data freshness in web database servers,"nick roussopoulos , alexandros labrinidis",vldb,2003
1952,statix : making xml count,"jayant r. haritsa , juliana freire , maya ramanath , prasan roy , jérôme siméon",sigmod conference,2002
1953,transaction timestamping in ( temporal ) databases,"christian s. jensen , david b. lomet",vldb,2001
1954,integrated data management for mobile services in the real world,"igor timko , torben bach pedersen , christian hage , christian s. jensen , laurynas speicys",vldb,2003
1955,realm-based spatial data types : the rose algebra,"markus schneider , ralf hartmut güting",vldb j.,1995
1956,a transaction replication scheme for a replicated database with node autonomy,"david wai-lok cheung , ada wai-chee fu",vldb,1994
1957,in-context peer-to-peer information filtering on the web,aris m. ouksel,sigmod record,2003
1958,the coral deductive system,"raghu ramakrishnan , s. sudarshan , divesh srivastava , praveen seshadri",vldb j.,1994
1959,t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998
1960,mapping data in peer-to-peer systems : semantics and algorithmic issues,"renée j. miller , anastasios kementsietsidis , marcelo arenas",sigmod conference,2003
1961,storage technology : raid and beyond,garth a. gibson,sigmod conference,1995
1962,first-class views : a key to user-centered computing,"arnon rosenthal , edward sciore",sigmod record,1999
1963,conceptual modeling and specification generation for b2b business process based on ebxml,hyoungdo kim,sigmod record,2002
1964,enhancing external consistency in real-time transactions,"shing-shan peng , kwei-jay lin",sigmod record,1996
1965,naos - efficient and modular reactive capabilities in an object-oriented database system,"thierry coupaye , t. svensen , christine collet",vldb,1994
1966,kweelt : more than just yet another framework to query xml !,arnaud sahuguet,sigmod conference,2001
1967,storage service providers : a solution for storage management ? ( panel ),"elizabeth a. m. shriver , bruce hillyer , wee teck ng , banu özden , eran gabber , david j. dewitt , john wilkes , jim gray , bruce gordon",vldb,2001
1968,sybase replication server,"mark deppe , yongdong wang , alex gorelik",sigmod conference,1994
1969,a scalable and highly available networked database architecture,"angelo pruscino , rafiul ahad , roger bamford",vldb,1999
1970,xml and electronic commerce : enabling the network economy,"robert j. glushko , bart meltzer",sigmod record,1998
1971,hierarchies and relative operators in the olap environment,"maurizio rafanelli , elaheh pourabbas",sigmod record,2000
1972,partition selection policies in object database garbage collection,"benjamin g. zorn , alexander l. wolf , jonathan e. cook",sigmod conference,1994
1973,mining insurance data at swiss life,"jörg-uwe kietz , ulrich reimer , martin staudt",vldb,1997
1974,data bubbles : quality preserving performance boosting for hierarchical clustering,"jörg sander , hans-peter kriegel , peer kröger , markus m. breunig",sigmod conference,2001
1975,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997
1976,xpath queries on streaming data,"sudarshan s. chawathe , feng peng",sigmod conference,2003
1977,sigmod anthology editor 's message,michael ley,sigmod record,2000
1978,query evaluation in deductive databases with alternating fixpoint semantics,weidong chen,acm trans . database syst .,1995
1979,query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996
1980,managing intra-operator parallelism in parallel database systems,"david j. dewitt , manish mehta",vldb,1995
1981,continuous k-nearest neighbor queries for continuously moving points with updates,"hanan samet , ken smith , glenn s. iwerks",vldb,2003
1982,the network is the database : data management for highly distributed systems,"michael j. wynblatt , julio c. navas",sigmod conference,2001
1983,amicalola report : database and information system research challenges and opportunities in semantic web and enterprises,"robert meersman , amit p. sheth",sigmod record,2002
1984,building a laboratory information system around a c++ - based object-oriented dbms,"nathan goodman , steve rozen , lincoln stein",vldb,1994
1985,xxl - a library approach to supporting efficient implementations of advanced database queries,"björn blohsfeld , jens-peter dittrich , martin schneider , bernhard seeger , tobias schäfer , jochen van den bercken , jürgen krämer",vldb,2001
1986,querying continuous time sequences,"tore risch , ling lin",vldb,1998
1987,implementation of sql3 structured types with inheritance and value substitutability,"nelson mendonça mattos , serge rielau , bruce g. lindsay , stefan deßloch , you-chin fuh , brian t. tran , danko mannhaupt , linda demichel , weidong chen",vldb,1999
1988,accelerating xpath location steps,torsten grust,sigmod conference,2002
1989,indexing multiple sets,"christoph kilger , guido moerkotte",vldb,1994
1990,improved query performance with variant indexes,"patrick e. o'neil , dallan quass",sigmod conference,1997
1991,"olap , relational , and multidimensional database systems",george colliat,sigmod record,1996
1992,new concurrency control algorithms for accessing and compacting b-trees,"andrea zisman , v. w. setzer",vldb,1994
1993,update propagation strategies for improving the quality of data on the web,"nick roussopoulos , alexandros labrinidis",vldb,2001
1994,information director 's message,alberto o. mendelzon,sigmod record,2000
1995,a performance study of transitive closure algorithms,"raghu ramakrishnan , shaul dar",sigmod conference,1994
1996,"data management in ecommerce : the good , the bad , and the ugly",avigdor gal,sigmod conference,2000
1997,efficiently publishing relational data as xml documents,"berthold reinwald , jayavel shanmugasundaram , michael j. carey , eugene j. shekita , hamid pirahesh , bruce g. lindsay , rimon barr",vldb,2000
1998,on parallel processing of aggregate and scalar functions in object-relational dbms,"michael jaedicke , bernhard mitschang",sigmod conference,1998
1999,performing jobs without decompression in a compressed database system,"n. winterbottom , s. j. o'connell",sigmod record,2003
2000,"replication : db2 , oracle , or sybase ?",doug stacey,sigmod record,1995
2001,query processing techniques for multiversion access methods,"jochen van den bercken , bernhard seeger",vldb,1996
2002,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",vldb,1997
2003,"information , communication , and money : for what can we charge and how can we meter it ?","henry f. korth , stephen blott , abraham silberschatz",vldb,1998
2004,an axiomatic model of dynamic schema evolution in objectbase systems,"m. tamer özsu , randal j. peters",acm trans . database syst .,1997
2005,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",sigmod conference,1999
2006,plan-per-tuple optimization solution - parallel execution of expensive user-defined functions,"felipe cariño , william o'connell",vldb,1998
2007,efficient schemes for managing multiversionxml documents,"shu-yao chien , carlo zaniolo , vassilis j. tsotras",vldb j.,2002
2008,active views for electronic commerce,"laurent mignet , serge abiteboul , tova milo , adi eyal , bernd amann , sophie cluet",vldb,1999
2009,implementing xquery 1.0 : the galax experience,"gargi sur , mary f. fernandez , amélie marian , jérôme siméon , byron choi",vldb,2003
2010,rainbow : multi-xquery optimization using materialized xml views,"brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang",sigmod conference,2003
2011,promises and realities of active database systems,"eric simon , angelika kotz dittrich",vldb,1995
2012,editor 's notes,ling liu,sigmod record,2003
2013,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",sigmod record,1998
2014,constructing efficient decision trees by using optimized numeric association rules,"takeshi fukuda , yasuhiko morimoto , takeshi tokuyama , shinichi morishita",vldb,1996
2015,addressing techniques used in database object managers o2 and orion,"nadjiba sahraoui , andré gamache",sigmod record,1995
2016,complex relationships and knowledge discovery support in the infoquilt system,"amit p. sheth , sanjeev thacker , shuchi patel",vldb j.,2003
2017,dyda : data warehouse maintenance in fully concurrent environments,"songting chen , andreas koeller , elke a. rundensteiner , xin zhang , jun chen",sigmod conference,2001
2018,processing sliding window multi-joins in continuous queries over data streams,"lukasz golab , m. tamer özsu",vldb,2003
2019,user-cognizant multidimensional analysis,sunita sarawagi,vldb j.,2001
2020,bluetooth-based sensor networks,"philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold",sigmod record,2003
2021,active storage for large-scale data mining and multimedia,"garth a. gibson , erik riedel , christos faloutsos",vldb,1998
2022,the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-molina",vldb,2000
2023,data warehouse configuration,"timos k. sellis , dimitri theodoratos",vldb,1997
2024,database principles column - introduction,leonid libkin,sigmod record,1999
2025,a language for manipulating arrays,"arunprasad p. marathe , kenneth salem",vldb,1997
2026,extracting large data sets using db2 parallel edition,sriram padmanabhan,vldb,1996
2027,the whips prototype for data warehouse creation and maintenance,"hector garcia-molina , himanshu gupta , wilburt labio , yue zhuge , janet l. wiener , jennifer widom",sigmod conference,1997
2028,reminiscences on influential papers,"gerhard weikum , alon y. levy , divesh srivastava , eric simon , patrick e. o'neil , victor vianu , kenneth a. ross , christos faloutsos",sigmod record,2000
2029,mixed mode xml query processing,"stratis viglas , josef burger , leonidas galanis , jeffrey f. naughton , alan halverson , rajasekar krishnamurthy , david j. dewitt , feng tian , ameet kini , yuan wang , ajith nagaraja rao",vldb,2003
2030,adaptive selectivity estimation using query feedback,"chung-min chen , nick roussopoulos",sigmod conference,1994
2031,secure bufering in firm real-time database systems,"jayant r. haritsa , binto george",vldb j.,2000
2032,the impact of technology on commercial transaction processing,edward e. cobb,vldb j.,1997
2033,garlic : a new flavor of federated query processing for db2,"peter m. schwarz , laura m. haas , vanja josifovski , eileen tien lin",sigmod conference,2002
2034,graphical interaction with heterogeneous databases,"tiziana catarci , john cardiff , giuseppe santucci",vldb j.,1997
2035,knowledge discovery in data warehouses,themistoklis palpanas,sigmod record,2000
2036,nd-sql : a multi-dimensional language for interoperability and olap,"laks v. s. lakshmanan , frédéric gingras",vldb,1998
2037,quiet : continuous query-driven index tuning,"eike schallehn , ingolf geist , kai-uwe sattler",vldb,2003
2038,implementing crash recovery in quickstore : a performance study,"seth j. white , david j. dewitt",sigmod conference,1995
2039,the microsoft repository,"david shutt , jason zander , brian harry , paul sanders , philip a. bernstein",vldb,1997
2040,an annotated bibliography of benchmarks for object databases,akmal b. chaudhri,sigmod record,1995
2041,efficient structural joins on indexed xml documents,"zografoula vagena , shu-yao chien , vassilis j. tsotras , carlo zaniolo , donghui zhang",vldb,2002
2042,foundations of preferences in database systems,werner kießling,vldb,2002
2043,data mining : concepts and techniques - book review,"fernando berzal galiano , nicolás marín",sigmod record,2002
2044,bifocal sampling for skew-resistant join size estimation,"abraham silberschatz , sumit ganguly , yossi matias , phillip b. gibbons",sigmod conference,1996
2045,alias : an active learning led interactive deduplication system,"anuradha bhamidipaty , sunita sarawagi , chandra mouli , alok kirpal",vldb,2002
2046,topological relations in the world of minimum bounding rectangles : a study with r-trees,"dimitris papadias , timos k. sellis , yannis theodoridis , max j. egenhofer",sigmod conference,1995
2047,an annotated bibliography on active databases,"johann christoph freytag , ulrike jaeger",sigmod record,1995
2048,optimizing view queries in rolex to support navigable result trees,"pradeep shenoy , philip bohannon , p. p. s. narayan , henry f. korth , sumit ganguly",vldb,2002
2049,miro web : integrating multiple data sources through semistructured data types,"fei sha , tatiana chan-sine-ying , georges gardarin , tuyet-tram dang-ngoc , jean-luc darroux , luc bouganim",vldb,1999
2050,ofl : a functional execution model for object query languages,"georges gardarin , fernando machuca , philippe pucheral",sigmod conference,1995
2051,"information visualization , guest editors ' foreword","tiziana catarci , isabel f. cruz",sigmod record,1996
2052,a critique of ansi sql isolation levels,"philip a. bernstein , patrick e. o'neil , hal berenson , elizabeth j. o'neil , jim melton , jim gray",sigmod conference,1995
2053,issues and evaluations of caching solutions for web application acceleration,"oliver po , divyakant agrawal , radu sion , wen-syan li , wang-pin hsiung , dmitri v. kalashnikov , k. selçuk candan",vldb,2002
2054,generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl,"alexandros labrinidis , nick roussopoulos",sigmod record,2000
2055,database performance in the real world - tpc-d and sap r/3 ( experience paper ),"jochen doppelhammer , donald kossmann , thomas höppler , alfons kemper",sigmod conference,1997
2056,advances in real-time database systems research,azer bestavros,sigmod record,1996
2057,opt + + : an object-oriented implementation for extensible database query optimization,"david j. dewitt , navin kabra",vldb j.,1999
2058,comparing hierarchical data in external memory,sudarshan s. chawathe,vldb,1999
2059,standards in practice,"jim melton , andrew eisenberg",sigmod record,1998
2060,dalí : a high performance main memory storage manager,"s. sudarshan , h. v. jagadish , rajeev rastogi , abraham silberschatz , daniel f. lieuwen",vldb,1994
2061,odefs : a file system interface to an object-oriented database,"narain h. gehani , william d. roome , h. v. jagadish",vldb,1994
2062,"some remarks on variable independence , closure , and orthographic dimension in constraint databases",leonid libkin,sigmod record,1999
2063,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee , tok wang ling",vldb,1996
2064,fast algorithms for maintaining replica consistency in lazy master replicated databases,"eric simon , esther pacitti , pascale minet",vldb,1999
2065,scalablity and availability in oracle7 7.3,dieter gawlick,vldb,1996
2066,algorithms for mining distance-based outliers in large datasets,"raymond t. ng , edwin m. knorr",vldb,1998
2067,automating physical database design in a parallel database,"chun zhang , guy m. lohman , jun rao , nimrod megiddo",sigmod conference,2002
2068,fast time sequence indexing for arbitrary lp norms,"christos faloutsos , byoung-kee yi",vldb,2000
2069,on the issue of valid time ( s ) in temporal databases,"themis panayiotopoulos , efstathios v. ioannidis , constantine d. spyropoulos , stavros kokkotos",sigmod record,1995
2070,an algebraic approach to rule analysis in expert database systems,"jennifer widom , elena baralis",vldb,1994
2071,a formal perspective on the view selection problem,"dan suciu , rada chirkova , alon y. halevy",vldb,2001
2072,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"erik duval , eddy forte , kris cardinaels , koen hendrikx , florence haenni , maria wentland forte , florence simillion , ken warkentyne , e. vervaet",sigmod record,1999
2073,concurrency and recovery in generalized search trees,"c. mohan , joseph m. hellerstein , marcel kornacker",sigmod conference,1997
2074,parametric query optimization for linear and piecewise linear cost functions,"s. sudarshan , arvind hulgeri",vldb,2002
2075,approximate string joins in a database ( almost ) for free,"luis gravano , h. v. jagadish , panagiotis g. ipeirotis , s. muthukrishnan , divesh srivastava , nick koudas",vldb,2001
2076,histogram-based approximation of set-valued query-answers,"viswanath poosala , yannis e. ioannidis",vldb,1999
2077,to weave the web,"paolo merialdo , giansalvatore mecca , paolo atzeni",vldb,1997
2078,the oracle universal server buffer,"ashok joshi , n. macnaughton , juan loaiza , m. keihl , tirthankar lahiri , william bridge",vldb,1997
2079,discovery of influence sets in frequently updated databases,"ioana stanoi , amr el abbadi , divyakant agrawal , mirek riedewald",vldb,2001
2080,editor 's notes,ling liu,sigmod record,2001
2081,maintenance of implication integrity constraints under updates to constraints,"naci ishakbeyoglu , z. meral özsoyoglu",vldb j.,1998
2082,redo recovery after system crashes,"mark r. tuttle , david b. lomet",vldb,1995
2083,middle-tier database caching for e-business,"hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002
2084,atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,vldb,1998
2085,an adaptive data replication algorithm,"ouri wolfson , yixiu huang , sushil jajodia",acm trans . database syst .,1997
2086,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",sigmod conference,1997
2087,generalized search trees for database systems,"jeffrey f. naughton , avi pfeffer , joseph m. hellerstein",vldb,1995
2088,editor 's notes,jennifer widom,sigmod record,1995
2089,fast-start : quick fault recovery in oracle,"ashok joshi , ron weiss , amit ganesh , tirthankar lahiri",sigmod conference,2001
2090,a toolkit for negotiation support interfaces to multi-dimensional data,"matthias jarke , stephan jacobs , michael gebhardt",sigmod conference,1997
2091,"announcements from nsf , nasa , and elsewhere",xiaolei qian,sigmod record,1994
2092,fractal prefetching b ± trees : optimizing both cache and disk performance,"phillip b. gibbons , gary valentin , todd c. mowry , shimin chen",sigmod conference,2002
2093,schema mapping as query discovery,"renée j. miller , mauricio a. hernández , laura m. haas",vldb,2000
2094,object-oriented features of db2 client/server,hamid pirahesh,sigmod conference,1994
2095,the n-tier hub technology,"rainer a. sommer , david bailey , thomas r. gulledge",sigmod record,2002
2096,integration of heterogeneous databases without common domains using queries based on textual similarity,william w. cohen,sigmod conference,1998
2097,new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",sigmod conference,1998
2098,performance tradeoffs for client-server query processing,"donald kossmann , michael j. franklin , björn þór jónsson",sigmod conference,1996
2099,selective information dissemination in p2p networks : problems and solutions,"stratos idreos , manolis koubarakis , christos tryfonopoulos , yannis drougas",sigmod record,2003
2100,self-tuning histograms : building histograms without looking at data,"surajit chaudhuri , ashraf aboulnaga",sigmod conference,1999
2101,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997
2102,db2 spatial extender - spatial data within the rdbms,david w. adler,vldb,2001
2103,identifying representative trends in massive time series data sets using sketches,"s. muthukrishnan , nick koudas , piotr indyk",vldb,2000
2104,warping indexes with envelope transforms for query by humming,"dennis shasha , yunyue zhu",sigmod conference,2003
2105,"data mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization","shinichi morishita , yasuhiko morimoto , takeshi tokuyama , takeshi fukuda",sigmod conference,1996
2106,a top-down approach for two level serializability,"n. l. belkhodja , mourad ouzzani , m. a. atroun",vldb,1994
2107,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"sacha berger , christoph wieser , sebastian schaffert , françois bry",vldb,2003
2108,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,1998
2109,an evaluation of generic bulk loading techniques,"jochen van den bercken , bernhard seeger",vldb,2001
2110,scientific olap for the biotech domain,nam huyn,vldb,2001
2111,privacy-preserving data mining,"ramakrishnan srikant , rakesh agrawal",sigmod conference,2000
2112,evaluating probabilistic queries over imprecise data,"reynold cheng , dmitri v. kalashnikov , sunil prabhakar",sigmod conference,2003
2113,managing uncertainty in sensor database,"sunil prabhakar , reynold cheng",sigmod record,2003
2114,fault tolerant design of multimedia servers,"richard r. muntz , leana golubchik , steven berson",sigmod conference,1995
2115,edgar f. codd : a tribute and personal memoir,c. j. date,sigmod record,2003
2116,new tpc benchmarks for decision support and web commerce,"meikel pöss , chris floyd",sigmod record,2000
2117,energy and rate based mac protocol for wireless sensor networks,"ramaraju kalidindi , vijay kumar , rajgopal kannan , s. sitharama iyengar",sigmod record,2003
2118,distributed top-n query processing with possibly uncooperative local systems,"clement t. yu , weiyi meng , george philip",vldb,2003
2119,guest editor 's introduction,karl aberer,sigmod record,2003
2120,efficient concurrency control for broadcast environments,"arvind nithrakashyap , rajendran m. sivasankaran , jayavel shanmugasundaram , krithi ramamritham",sigmod conference,1999
2121,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",vldb,1995
2122,mobile computing and databases : anything new ?,"margaret h. dunham , abdelsalam helal",sigmod record,1995
2123,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",sigmod record,2003
2124,association rules over interval data,"renée j. miller , yuping yang",sigmod conference,1997
2125,xpath processing in a nutshell,"reinhard pichler , christoph koch , georg gottlob",sigmod record,2003
2126,location-based spatial queries,"jun zhang , dimitris papadias , manli zhu , yufei tao , dik lun lee",sigmod conference,2003
2127,building and customizing data-intensive web sites using weave,"valérie issarny , patrick valduriez , khaled yagoub , daniela florescu",vldb,2000
2128,stholes : a multidimensional workload-aware histogram,"luis gravano , nicolas bruno , surajit chaudhuri",sigmod conference,2001
2129,contextualizing the information space in federated digital libraries,"jeroen hoppenbrouwers , mike p. papazoglou",sigmod record,1999
2130,a formal perspective on the view selection problem,"rada chirkova , dan suciu , alon y. halevy",vldb j.,2002
2131,databases and workflow management : what is it all about ? ( panel ),"jim gray , betty salzberg , stefano ceri , andreas reuter , gerhard weikum",vldb,1995
2132,industry perspectives,leonard j. seligman,sigmod record,1997
2133,quotient cube : how to summarize the semantics of a data cube,"laks v. s. lakshmanan , jian pei , jiawei han",vldb,2002
2134,finding generalized projected clusters in high dimensional spaces,"charu c. aggarwal , philip s. yu",sigmod conference,2000
2135,hector garcia-molina speaks out,marianne winslett,sigmod record,2002
2136,efficient maintenance of materialized mediated views,"james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian",sigmod conference,1995
2137,improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer , matthias nicola",vldb,1995
